i,j
737,945
789,814
407,933
822,752
865,362
562,835
875,312
735,415
744,349
744,548
599,887
709,491
745,877
346,844
750,1012
752,305
368,763
424,693
694,497
790,255
592,955
371,892
484,474
678,444
746,745
874,835
490,546
734,300
754,539
495,301
711,780
403,659
735,927
706,809
860,223
538,378
312,702
729,270
399,964
299,833
672,540
294,709
809,811
451,794
810,938
558,778
512,461
281,889
587,332
558,828
854,890
478,395
590,971
451,614
822,824
422,809
369,755
457,541
627,707
572,348
724,546
569,673
331,976
684,228
434,867
832,422
743,216
869,223
412,1014
697,440
788,204
767,963
536,905
542,633
727,1011
298,869
510,394
685,672
509,914
472,718
467,552
532,225
304,704
454,910
808,201
688,432
699,360
752,933
704,741
717,225
579,891
374,880
826,954
498,513
768,395
472,340
587,259
492,621
752,195
481,718
856,388
672,335
609,692
806,212
548,773
567,658
862,948
552,258
676,479
452,311
818,872
825,814
838,224
716,210
306,847
515,633
523,716
565,951
442,977
735,399
705,739
513,189
773,940
551,767
658,781
303,907
569,638
323,886
438,370
481,754
857,864
836,871
630,977
659,556
316,989
356,687
281,777
665,638
544,292
512,921
696,333
442,623
285,897
821,318
531,1006
525,809
377,847
555,539
427,594
573,894
444,497
696,973
344,743
433,680
831,800
766,430
403,702
826,941
475,805
391,871
792,261
480,724
544,359
897,268
518,646
621,893
387,751
896,232
783,269
492,476
570,388
608,1020
546,576
309,839
337,940
503,372
555,289
466,613
494,528
682,434
687,972
493,980
412,633
496,804
700,765
498,808
857,1004
370,908
288,736
633,689
428,816
877,238
398,909
769,304
844,301
313,690
852,938
380,796
889,359
709,1018
832,429
760,202
820,932
625,915
730,768
807,948
490,396
802,218
659,1007
537,1001
713,780
585,282
345,1022
680,262
787,315
610,880
581,644
783,546
506,792
884,273
625,985
570,279
362,709
545,630
482,684
862,970
492,908
686,773
766,938
653,911
531,1016
839,982
674,999
776,806
624,794
753,862
447,779
801,981
585,959
337,992
559,827
377,862
542,376
755,907
282,856
758,836
740,899
744,313
437,628
731,918
529,679
561,435
699,1018
648,706
748,912
884,293
379,819
390,794
894,988
834,994
525,208
366,948
405,692
801,197
861,413
750,273
267,905
678,654
437,774
843,827
857,874
722,501
845,933
718,218
814,369
470,875
677,874
489,661
861,983
596,240
755,999
460,744
378,1006
378,989
542,419
451,535
590,738
569,462
746,846
882,762
743,233
661,648
420,851
878,400
708,256
409,1019
823,733
588,865
843,345
808,387
519,698
489,709
763,293
413,650
453,498
293,961
588,274
855,362
498,979
675,491
423,348
817,794
535,663
583,657
490,989
448,865
870,991
705,750
630,702
767,470
896,892
740,849
883,923
423,1005
753,779
667,824
587,263
760,795
804,910
879,358
797,539
449,402
718,237
433,996
500,231
694,436
289,959
750,927
848,318
536,324
550,876
380,898
587,649
782,476
533,973
784,849
274,859
454,909
493,495
846,349
467,541
707,198
890,259
812,232
510,512
545,785
782,761
831,887
708,253
547,563
479,333
787,222
560,978
577,459
813,978
554,1008
462,710
293,949
485,535
874,395
505,778
891,1018
575,725
801,975
639,797
475,621
527,812
366,973
760,353
738,760
842,348
420,815
306,987
500,533
815,820
727,377
433,673
524,227
689,954
339,928
571,553
318,1010
506,548
431,821
599,769
393,743
898,242
700,322
820,295
384,702
334,770
532,936
690,362
294,954
827,840
717,365
504,328
345,915
738,247
277,882
723,1007
496,791
775,349
792,789
676,1023
645,792
739,825
538,302
315,1004
802,375
578,666
784,462
735,768
516,496
709,373
490,820
838,966
573,397
787,823
897,980
511,344
654,590
484,470
492,876
456,790
678,1022
374,855
801,331
415,652
758,261
671,1002
852,428
770,537
689,358
548,853
525,667
306,913
677,465
539,404
509,535
452,518
414,629
673,406
366,731
709,208
408,792
864,969
842,305
575,500
739,549
888,431
869,276
738,925
301,694
739,434
703,920
821,916
429,538
781,827
676,882
492,442
569,312
818,753
861,957
558,711
502,739
455,683
555,421
742,328
476,966
597,190
769,882
885,836
454,403
774,521
360,958
777,426
798,290
806,248
419,798
784,742
498,968
895,855
885,935
475,698
512,463
318,783
273,936
279,955
667,939
360,705
454,315
575,359
308,751
874,1018
750,359
696,779
535,384
435,880
798,797
795,481
739,197
612,398
594,461
631,265
357,591
357,429
340,556
618,422
324,495
426,436
338,568
413,442
420,438
315,434
644,558
339,658
396,583
576,577
333,446
306,653
315,533
605,189
286,494
611,286
604,377
340,448
362,454
342,555
641,252
655,313
616,412
378,611
373,653
304,457
615,538
660,398
651,321
634,498
310,453
378,637
593,520
349,420
595,425
593,448
317,621
415,451
573,582
647,478
615,334
334,577
353,570
612,433
666,374
598,582
639,565
589,484
371,608
610,586
379,685
673,221
372,459
586,460
320,672
644,581
628,185
364,507
626,253
322,679
645,381
383,617
351,458
386,426
613,512
632,291
370,646
357,629
596,379
624,401
369,423
596,331
632,194
624,235
621,355
313,555
353,494
654,286
339,509
667,202
606,294
587,609
386,460
597,462
649,356
352,586
342,678
611,187
312,445
618,524
332,460
634,429
340,460
669,291
369,459
656,516
649,499
382,654
661,351
652,210
624,359
605,544
657,328
633,387
595,348
351,570
644,520
591,407
592,501
272,442
341,649
260,441
633,394
638,497
628,592
320,657
357,508
319,452
627,347
590,501
286,441
607,421
333,645
139,193
641,219
358,437
674,243
352,602
378,450
380,413
592,421
372,601
363,444
663,237
594,497
619,363
666,201
616,561
353,653
613,548
616,546
645,513
594,437
632,198
324,545
629,300
424,452
594,573
625,573
349,513
589,419
645,506
375,582
310,654
667,316
585,473
393,426
381,596
654,473
676,264
372,676
372,640
637,180
405,603
667,291
353,544
611,532
358,626
653,327
613,217
657,300
616,291
620,561
346,682
315,530
595,521
637,593
368,638
614,557
346,512
639,455
262,439
338,426
597,503
411,446
658,367
615,590
364,564
574,563
291,440
625,354
334,430
623,507
344,671
348,419
345,565
624,538
653,426
377,447
635,386
669,302
646,244
387,660
351,464
638,268
325,641
646,381
593,339
653,234
387,452
595,560
335,652
668,199
619,425
323,544
606,431
649,296
646,282
622,304
376,600
648,493
369,480
651,531
341,572
308,665
333,540
641,260
393,420
333,620
678,218
649,386
348,608
381,677
319,511
297,486
311,445
594,309
636,230
586,539
621,565
377,662
580,601
377,496
626,573
338,544
364,436
371,408
335,499
627,226
645,420
325,679
632,560
598,279
289,491
333,553
628,526
349,438
647,512
600,404
594,493
311,509
359,457
331,444
632,301
354,645
289,433
600,497
386,579
600,588
643,563
643,571
588,375
619,201
593,477
614,356
279,454
636,489
594,419
663,186
362,421
658,227
657,416
379,410
401,403
320,516
635,491
345,474
330,525
420,436
658,326
604,393
596,359
647,578
359,634
613,340
372,422
395,420
362,643
326,535
349,523
345,506
623,195
595,419
596,310
296,486
650,320
337,436
585,611
631,578
627,181
631,247
335,574
403,428
330,620
626,201
387,428
372,420
588,517
348,445
646,529
615,231
620,418
323,446
347,467
633,417
607,371
309,671
594,347
153,271
341,608
581,525
673,191
351,521
652,293
369,462
335,679
573,554
612,412
362,506
594,348
297,489
647,299
584,465
589,435
330,646
345,535
304,448
620,192
610,550
375,558
366,592
319,448
331,604
589,512
407,614
337,544
318,546
644,335
647,227
586,603
322,490
317,643
589,506
667,233
344,658
635,486
614,355
631,413
364,660
350,451
312,646
331,484
632,369
333,592
600,417
636,360
604,352
604,321
364,632
640,355
329,498
367,552
671,187
383,429
317,487
604,593
424,411
589,438
650,535
592,511
653,226
302,656
611,560
617,327
611,365
381,651
392,402
615,296
371,625
359,563
627,433
642,206
614,594
312,644
634,415
640,479
336,660
394,586
348,463
580,587
386,456
612,534
582,537
604,487
331,607
658,443
602,444
274,493
581,589
149,303
580,543
604,242
578,564
623,283
629,298
593,563
370,558
319,507
415,457
635,594
613,299
647,433
361,493
578,561
617,338
600,361
604,350
651,301
313,521
358,444
648,208
351,532
645,567
591,463
596,458
290,441
663,413
391,620
340,679
648,428
331,464
344,542
282,442
635,400
325,520
667,256
582,513
275,494
646,473
375,410
619,216
347,598
332,441
580,554
615,369
626,595
316,483
348,499
609,223
678,234
644,227
379,626
660,419
393,479
583,601
353,432
660,217
641,577
584,533
349,499
638,253
340,516
339,650
381,667
592,425
615,523
665,247
331,532
302,503
380,638
331,503
644,492
379,452
593,443
316,559
620,520
279,502
327,482
608,560
646,212
636,252
626,390
622,345
660,278
672,207
388,411
315,558
661,380
663,375
339,635
599,549
660,420
660,263
277,471
666,299
335,675
668,229
616,532
326,550
411,402
336,527
420,412
279,484
623,530
652,558
399,591
655,270
387,661
625,540
655,360
400,601
626,233
656,497
339,445
381,444
645,232
361,448
666,225
361,631
613,336
612,295
386,404
588,460
367,483
353,561
311,520
340,681
377,560
657,260
642,378
628,305
628,498
402,441
321,639
378,612
390,444
633,230
372,651
283,443
645,423
610,233
346,465
646,293
365,549
377,645
654,255
597,357
651,530
339,558
640,467
626,531
593,422
348,493
345,584
307,438
601,371
654,323
586,504
319,484
384,491
652,417
361,558
331,457
327,490
359,602
627,527
437,451
603,297
394,404
626,571
642,511
368,489
290,460
390,610
636,418
660,335
650,380
658,377
310,554
360,593
326,449
372,560
636,261
662,237
627,479
361,659
628,291
362,563
600,258
260,448
343,467
592,435
330,539
664,340
318,478
627,497
588,435
655,479
313,535
616,563
648,496
604,273
336,484
398,473
611,545
590,555
658,302
652,185
672,201
621,194
627,232
346,615
648,473
383,663
307,454
289,476
623,356
356,673
314,568
306,649
312,565
573,549
343,437
575,590
632,557
617,400
398,425
642,477
602,403
330,428
598,335
338,488
324,507
640,338
610,561
381,594
653,322
632,562
647,409
611,585
406,420
296,442
580,604
335,508
658,472
359,491
680,217
399,410
407,417
651,393
364,426
334,439
656,506
639,276
310,666
318,532
337,473
323,451
592,359
659,266
425,415
586,415
606,345
347,478
344,631
647,517
602,581
657,490
331,496
587,549
325,538
597,326
683,199
363,617
362,594
605,257
618,526
645,391
610,571
311,511
568,592
597,320
652,220
402,445
636,569
618,425
613,507
358,507
648,202
586,606
610,252
621,498
617,567
591,396
621,313
362,439
652,334
311,541
322,455
416,448
324,515
644,434
608,481
357,466
593,337
623,504
398,407
661,443
380,445
382,581
625,432
628,311
383,678
342,516
328,491
391,406
603,507
618,370
396,619
604,570
327,636
615,349
300,448
358,630
635,557
405,587
596,516
594,426
630,283
658,449
599,254
626,487
597,424
649,570
321,459
404,617
328,551
584,590
665,398
353,442
627,388
588,386
312,542
601,276
671,215
610,377
654,313
621,520
652,432
599,437
597,339
304,452
314,646
418,441
590,559
575,588
346,639
619,487
641,556
361,514
362,478
656,389
326,627
342,639
627,285
614,336
657,502
640,418
298,451
354,449
646,433
347,573
365,431
366,659
423,450
384,662
361,551
620,547
607,280
620,204
363,650
334,659
652,504
610,213
322,528
665,337
351,657
627,262
321,616
602,383
364,597
433,456
347,477
607,546
398,626
660,283
365,587
287,456
339,499
616,433
645,214
661,438
576,542
373,639
642,469
361,673
641,218
426,432
652,250
644,429
308,438
581,572
376,657
390,489
605,203
633,385
638,288
280,488
364,505
675,183
581,541
662,270
381,611
597,290
362,651
402,606
287,441
653,297
334,531
584,548
613,511
676,198
619,189
324,563
580,515
276,484
300,446
344,472
407,403
655,516
385,617
306,521
366,648
310,535
652,526
655,536
346,501
367,587
278,485
332,674
591,367
591,501
570,591
643,397
348,565
613,584
153,276
636,282
291,436
388,655
129,404
599,268
629,388
323,628
430,433
337,540
328,460
317,617
678,187
655,380
367,442
610,400
377,629
293,493
400,609
381,668
624,290
379,652
385,588
587,608
683,190
322,432
364,570
364,488
573,574
604,541
302,498
347,427
645,297
306,651
630,306
625,568
371,481
328,571
323,665
133,122
359,643
600,583
353,596
609,218
602,399
405,406
632,226
642,385
346,576
604,297
373,685
387,458
597,402
372,425
365,489
655,273
616,436
577,553
677,235
398,643
332,501
657,271
366,460
648,407
611,559
597,460
598,341
599,283
630,277
317,659
661,337
612,543
355,620
645,213
666,282
595,489
651,227
336,524
664,332
371,448
603,247
641,454
155,288
658,273
335,465
350,497
357,485
297,440
351,605
607,438
650,210
368,446
592,332
639,575
340,550
84,471
625,581
651,439
318,429
283,502
598,399
358,468
315,531
334,441
320,430
321,629
660,385
671,266
639,484
633,514
379,422
372,553
350,516
389,412
591,604
358,447
341,667
