i,j
1226,687
772,345
1292,35
738,1166
652,85
411,1074
628,199
755,620
687,705
616,1087
691,663
705,749
308,1060
803,849
831,1182
468,288
443,1041
658,631
605,366
756,1093
1184,913
309,1176
356,1123
1229,908
344,1105
722,384
443,1188
599,357
595,1068
647,991
1163,858
177,1138
223,1181
567,640
459,801
547,612
1193,783
789,904
714,749
609,419
514,340
256,1164
169,829
530,1087
705,780
623,1155
618,1041
427,332
385,1088
1096,852
184,809
775,734
448,294
417,1011
1186,831
543,1036
779,804
698,96
638,325
613,332
839,1132
272,821
181,793
1161,796
315,1103
489,331
557,920
467,1086
1198,786
456,630
747,691
652,79
687,730
667,269
1180,691
713,425
165,1154
1208,765
452,789
693,740
568,1192
566,1111
621,342
472,1197
309,1116
575,678
652,442
541,1035
761,737
374,997
264,1197
808,1059
200,1156
103,846
653,677
734,745
1219,758
804,710
815,1138
1076,962
466,983
176,825
619,719
673,124
663,210
386,1171
91,849
749,408
596,950
581,636
808,1184
451,1044
608,593
651,282
221,1128
286,1042
636,628
811,767
638,217
1245,930
751,1026
557,1166
588,918
665,78
514,598
556,1128
557,690
865,1165
745,332
670,83
809,1090
673,711
322,1137
716,339
691,271
507,1118
578,572
299,1052
739,782
587,933
536,1064
748,1024
675,57
1154,753
535,1005
620,729
507,651
644,448
631,1080
234,1157
428,982
523,660
617,975
576,642
511,1174
732,445
1206,935
650,1177
896,871
695,790
181,1123
540,1046
744,1052
628,899
1196,790
693,294
711,1168
805,1072
1181,852
602,1008
683,734
738,608
689,366
722,1016
803,709
567,602
614,309
374,1037
238,1131
78,962
384,1011
1083,809
693,954
610,1018
192,1136
560,709
170,829
608,1011
644,735
584,420
573,714
657,923
632,492
531,983
708,1193
410,1043
515,593
282,1065
806,1161
627,295
442,1164
1138,799
1175,756
591,632
462,338
337,1064
627,936
643,804
453,1044
566,491
448,332
665,1122
622,283
570,1039
476,850
277,1169
558,985
1167,753
766,1170
619,1097
279,1083
861,1167
524,665
406,1099
453,807
1127,819
309,1051
695,285
620,928
469,646
572,632
591,623
676,814
592,1144
500,1145
1219,915
629,243
575,604
225,850
617,779
630,966
265,833
620,770
552,914
740,787
759,635
706,834
515,1081
400,1145
718,746
538,1073
634,956
775,1060
631,377
750,334
435,1019
709,400
749,748
567,698
640,242
666,1148
724,416
520,1139
645,590
737,399
589,609
786,746
597,770
439,1023
534,622
695,970
603,356
1105,793
466,980
1246,914
612,344
460,320
652,677
433,1073
1218,935
1220,888
553,1153
576,721
465,1197
678,693
672,247
209,833
180,796
748,1054
584,595
566,946
160,1123
542,600
536,963
624,280
488,319
1201,742
320,1160
898,803
1142,860
717,799
234,1148
196,865
549,1054
468,1046
236,848
809,1078
736,728
793,829
626,54
481,1103
741,1159
1181,740
879,821
630,700
560,1082
531,640
614,933
560,970
717,433
376,1126
668,778
689,1167
225,1178
754,1035
776,809
577,696
621,940
295,1154
736,351
660,55
751,1158
730,645
476,351
505,1112
524,1194
1251,666
781,800
401,1166
41,1015
651,1162
622,906
569,559
308,1045
787,1040
214,833
878,856
662,1135
696,813
1180,803
587,696
483,1136
801,841
1086,947
745,1111
1185,806
655,462
432,1177
563,709
579,615
432,1051
806,810
733,756
283,1102
659,1134
604,1055
783,822
781,1084
691,267
1262,768
632,719
616,480
862,839
678,294
1142,781
607,1181
325,1078
701,1178
1157,805
501,648
634,1017
642,1093
426,1026
718,497
466,1044
252,852
805,743
540,1085
569,464
620,1091
1181,792
641,317
1135,854
631,393
558,1051
656,981
1278,709
696,623
1196,916
372,1093
802,713
441,671
616,1175
651,983
761,685
612,1056
354,1006
418,297
564,937
1167,814
820,815
649,366
1258,676
416,1127
789,849
639,634
714,708
84,1139
474,293
654,680
642,917
572,462
447,326
1178,896
584,439
1165,819
655,203
227,831
1120,816
808,1125
634,727
769,346
667,378
1227,788
233,1158
705,851
648,292
1166,818
619,775
1218,696
449,1053
604,728
790,1188
790,745
742,1130
582,656
698,455
738,724
522,1010
861,803
465,1119
1099,772
1191,811
634,46
719,827
614,918
759,1064
174,1133
557,939
391,1147
712,520
657,572
507,1177
577,596
651,1010
653,774
703,727
694,464
355,1103
866,860
1273,719
783,826
731,649
448,1032
123,1153
635,419
415,1178
556,1088
570,489
589,613
1201,790
791,723
1178,664
394,1121
640,419
1162,774
818,1076
639,60
346,1151
1191,888
1233,727
1214,721
812,1097
238,847
419,1043
459,1116
677,134
468,835
462,316
627,362
613,962
369,1103
875,852
461,1041
749,1093
210,1174
623,1140
1186,808
631,1162
1265,666
1164,907
769,339
792,823
661,1194
585,449
740,743
399,988
398,1055
500,1168
651,371
683,80
895,1182
686,721
605,434
311,1102
533,691
655,200
616,664
595,487
658,1064
678,456
725,772
790,792
568,1039
693,641
669,782
640,433
604,762
564,583
725,750
1239,702
657,568
327,1182
629,606
153,1192
730,780
577,467
74,972
681,274
1118,826
559,629
688,838
574,655
1100,791
214,883
636,90
470,640
710,785
781,1156
700,115
582,1040
753,409
1258,666
697,113
588,613
1095,858
583,731
646,1156
477,1135
611,32
672,772
517,1123
728,755
799,870
529,919
821,793
178,1112
421,1066
365,1150
681,1088
583,634
1138,868
607,578
571,943
374,1184
488,1134
799,805
690,1122
475,343
783,705
623,622
654,464
472,1025
1257,714
560,494
167,1170
1067,812
1178,742
460,637
497,998
671,95
244,1159
770,689
786,887
609,1060
1114,774
358,1024
406,1146
602,412
1173,765
553,674
720,342
689,99
714,1197
623,960
836,1196
463,820
777,742
676,676
763,627
1205,920
757,662
1178,651
747,634
623,1047
220,885
504,338
472,794
713,655
762,725
530,1109
423,1046
580,1118
1280,707
606,993
507,669
1082,810
704,688
570,911
632,239
752,1146
445,1093
1158,703
606,399
735,756
1201,674
781,871
181,815
1118,735
665,206
1045,846
521,946
471,948
627,935
1213,958
594,467
84,1191
583,427
848,1183
1224,665
468,318
346,1075
700,774
431,1061
204,1161
621,685
603,1121
567,966
544,695
858,838
685,123
249,1194
517,981
693,449
765,859
757,1130
1212,662
863,1168
501,660
652,1039
244,1160
554,916
638,279
590,466
525,587
110,1146
812,747
419,1166
674,827
1213,935
742,605
1197,771
427,1105
676,725
832,1152
577,554
510,1068
665,276
1039,821
612,439
1177,902
651,303
88,1158
315,1023
476,1071
441,633
748,413
734,750
664,810
690,708
619,919
507,1121
532,933
763,331
715,786
610,337
839,800
839,824
394,1145
1123,832
819,1107
476,1053
639,223
692,760
742,1137
669,245
164,827
818,795
224,888
552,980
792,790
618,42
233,883
442,1163
603,1077
661,801
830,749
254,839
315,1075
630,1152
634,414
267,862
663,267
394,1133
418,1112
673,272
1211,774
603,1106
1196,708
754,1117
741,629
609,775
1278,731
673,1098
613,325
1214,752
515,1041
596,671
611,976
539,1099
1148,797
376,991
617,42
639,449
898,1174
582,1097
1154,834
527,906
605,1155
413,1190
580,1155
1197,832
622,25
453,962
184,808
648,938
563,1088
864,1182
619,1130
1163,901
471,1000
660,641
392,1093
808,911
641,565
536,1008
614,1043
830,795
330,1191
1243,685
533,1085
600,560
553,1039
659,578
577,720
625,1016
530,1108
818,1123
80,1144
901,846
1214,882
564,1064
518,1041
1199,824
625,1195
632,325
695,271
322,1177
444,643
791,1063
630,251
740,628
391,1060
665,272
692,1137
217,862
1175,692
499,315
326,1188
225,872
577,1058
661,167
359,213
452,71
263,582
541,112
1265,1030
1258,807
184,253
265,588
388,593
1233,1058
345,142
320,508
503,691
17,134
512,133
247,20
234,239
13,102
1296,968
1282,1053
1222,845
196,293
454,165
228,326
249,654
392,460
1276,919
531,90
253,156
589,202
425,627
327,451
44,25
437,525
237,558
197,142
308,160
419,140
509,200
353,36
1061,999
1233,835
522,203
311,329
446,101
647,133
1102,1086
592,181
3,760
433,78
417,595
302,140
411,182
565,84
283,453
621,797
4,153
217,501
1142,1105
236,370
450,155
367,249
307,21
274,286
1250,1011
638,112
199,376
233,1123
404,44
564,199
596,790
1131,1053
274,182
1283,1172
266,223
282,441
416,580
242,213
31,61
123,1084
4,183
418,129
413,145
458,425
1123,1091
595,103
1264,823
501,72
181,459
1237,875
180,420
1153,1088
1097,1085
427,408
390,178
200,366
199,535
409,132
39,60
405,93
119,1085
535,228
50,41
641,143
1220,1160
333,150
1268,981
198,49
258,167
292,577
387,441
279,255
1254,881
366,555
280,515
1270,893
376,181
483,125
1212,1180
268,268
163,413
357,581
311,330
512,708
1239,1136
529,167
105,1071
443,230
217,125
409,39
490,181
406,449
538,134
210,35
215,75
42,66
246,76
274,108
1187,1148
488,179
333,270
246,109
290,299
374,475
615,95
298,551
1257,1111
310,42
292,55
44,27
276,378
4,802
219,363
121,1056
1253,862
328,183
637,129
249,143
210,131
302,204
319,244
276,1052
539,142
1093,1190
241,472
162,324
287,487
1108,1006
1080,1046
504,218
414,73
555,157
492,73
1150,1113
389,556
543,35
1223,843
275,113
483,109
174,378
626,819
1100,1197
302,426
536,164
382,471
552,221
271,230
1077,1028
243,289
414,581
206,84
544,31
1255,1034
25,228
728,903
351,117
157,350
141,370
210,22
236,587
157,186
193,456
438,77
3,723
213,391
1254,824
516,169
1093,1062
504,697
1141,1021
160,475
227,117
247,1087
249,167
3,689
150,198
495,21
626,805
4,748
231,205
208,52
304,235
1244,1098
436,439
278,248
1175,1153
1095,1075
1168,1102
198,122
170,509
152,460
510,153
280,55
288,36
1242,814
1241,1133
19,232
492,203
197,124
327,86
1294,859
695,880
267,234
296,93
395,425
275,153
550,154
1289,1068
331,627
1281,1158
246,661
464,188
166,324
705,884
288,201
301,315
540,110
307,80
185,148
392,591
686,865
328,120
24,219
1262,892
392,473
439,484
248,1126
1075,1017
1189,1083
197,484
225,95
226,458
391,553
306,501
301,472
1267,876
320,31
607,62
513,82
555,218
431,521
180,225
437,40
223,245
606,790
454,16
363,141
412,610
457,453
285,263
1283,877
1283,883
0,756
162,192
237,348
167,422
1202,1115
333,92
249,377
15,707
334,31
1198,1087
370,78
1286,1101
561,15
358,32
680,866
325,24
345,589
238,492
489,181
448,125
374,22
559,32
586,167
338,250
234,152
258,379
7,722
484,149
1241,822
294,152
315,528
1140,1095
232,300
625,132
1227,1083
223,1088
1246,967
450,211
299,317
1146,1097
247,1096
599,88
1216,1177
317,94
196,99
306,218
197,80
332,600
1273,944
139,159
309,183
1271,871
218,100
321,452
1105,1013
413,53
346,90
290,72
161,323
262,128
1136,1051
287,563
1292,1140
228,74
270,216
281,1031
172,426
350,625
1288,938
285,411
518,209
309,132
344,53
393,645
246,578
452,57
406,19
361,49
269,335
48,12
442,149
399,542
1195,1046
329,265
1161,1100
212,444
1248,1052
1094,1042
296,570
306,215
593,94
134,347
1270,811
437,161
122,1063
358,213
206,482
262,479
1168,1121
143,329
298,495
199,218
486,86
517,700
311,23
325,37
159,167
92,1041
1174,1033
162,322
1182,1045
450,64
1100,1038
241,422
493,206
1272,1071
559,73
235,211
627,133
315,436
282,121
414,187
628,815
355,615
1293,841
1244,1129
263,1034
199,262
449,433
150,449
227,663
261,337
371,441
236,319
215,227
282,16
414,146
0,679
1234,1122
38,39
319,483
240,1045
513,171
290,44
137,219
1232,855
343,96
172,377
188,174
507,218
212,150
463,155
579,92
433,118
450,146
484,673
378,573
245,1079
424,591
282,122
1172,1033
261,210
476,198
15,236
276,411
529,198
187,465
562,46
238,31
272,1040
83,1041
272,290
1224,1037
1094,1039
403,609
1251,870
311,153
250,368
449,110
301,118
159,86
227,176
1229,1123
487,68
248,231
219,485
36,78
1046,1028
222,135
190,219
135,330
485,222
320,631
175,471
155,326
304,232
1238,975
172,283
151,146
312,428
386,450
378,604
316,213
239,34
429,433
554,15
287,94
225,106
521,165
571,146
250,215
585,110
579,110
145,364
247,449
196,496
275,1060
1204,1026
186,357
83,1032
506,130
49,47
302,66
621,140
520,80
187,510
356,112
387,178
224,188
462,157
385,573
24,56
1214,1035
1128,1086
1218,1027
333,605
344,68
1080,1072
356,610
232,458
2,721
357,486
660,856
1160,1139
376,634
234,1047
435,498
257,1092
358,126
264,233
232,1097
312,233
24,186
1228,1150
543,177
1278,982
222,541
609,790
1068,994
138,322
315,41
370,36
517,67
324,258
27,117
145,213
509,207
593,783
230,176
416,99
302,246
17,673
1165,1137
1167,1102
190,130
120,1062
1215,1106
1114,1068
679,861
527,52
346,513
326,188
148,145
1204,1111
244,420
312,412
395,572
269,63
265,498
128,404
292,314
353,20
270,266
31,97
424,114
141,184
227,562
223,112
178,388
190,278
205,288
436,82
329,173
383,454
206,407
546,56
362,236
1236,819
183,305
284,492
277,508
188,19
423,416
305,60
188,102
298,329
388,204
439,498
400,532
448,434
402,575
1239,1100
399,56
545,120
581,106
522,177
273,1028
428,125
1118,1095
458,106
252,1084
526,173
322,514
313,181
430,408
1146,1060
415,218
232,1069
1274,911
205,435
444,134
239,64
234,198
363,94
15,680
540,235
607,128
373,192
266,212
647,145
314,114
1282,1014
468,35
132,366
684,864
192,508
346,69
169,263
110,1121
242,51
323,436
22,136
611,791
219,542
146,134
329,534
315,439
1117,1040
302,418
368,447
543,110
426,117
590,119
1271,1051
1290,1089
289,490
1248,1098
240,464
426,168
187,293
1219,1054
250,93
348,66
23,239
254,1119
177,145
276,354
145,353
1288,992
191,307
208,411
531,27
212,303
158,141
622,134
432,151
258,1028
1100,1190
346,262
258,494
241,456
256,362
1225,1162
318,509
1177,976
315,195
446,68
247,237
177,359
164,190
376,613
375,17
322,83
355,164
1292,1101
346,106
528,44
306,526
302,174
1064,1016
317,216
380,246
238,445
383,192
411,195
0,41
227,272
1296,1166
450,197
1263,1073
1227,1156
303,199
539,26
250,667
566,247
1237,1026
284,411
539,107
38,8
212,219
1137,1032
229,475
259,106
292,567
557,78
128,395
206,211
202,149
405,435
264,289
1215,1114
247,57
222,219
434,30
240,1036
269,248
1080,1160
256,298
202,236
540,195
466,127
414,102
580,119
554,24
598,70
617,815
358,626
107,1105
294,481
313,425
667,850
256,383
154,375
184,489
207,306
492,111
334,455
387,560
452,52
398,530
177,299
272,111
1082,1068
304,482
199,191
226,194
170,133
158,363
567,162
1123,1048
1185,1051
1209,1037
420,595
248,96
1219,1069
569,202
203,101
598,793
168,192
463,181
162,227
230,275
1255,868
256,378
14,213
76,1052
1278,838
291,441
192,347
221,239
604,159
398,21
1050,1023
423,60
344,584
484,175
1267,959
623,122
304,462
458,140
1169,1015
315,176
459,199
130,210
273,303
641,828
237,668
198,20
190,293
398,527
174,12
517,142
301,550
1141,1038
165,340
320,169
1277,1043
193,521
1244,1135
277,247
328,65
1189,1161
496,83
525,114
437,85
545,66
329,618
535,152
193,78
137,367
1181,1032
627,164
482,171
14,739
400,51
446,23
425,430
570,263
1136,1113
215,533
1296,951
339,253
396,561
229,16
1210,1029
384,584
329,116
20,161
36,79
251,448
555,24
1210,1014
448,57
135,405
422,47
387,155
418,122
267,419
1247,836
232,169
348,52
187,23
450,40
385,595
247,263
273,136
545,37
587,792
1293,1148
5,783
209,9
559,16
252,488
1252,1001
254,348
158,484
614,87
524,179
526,161
1251,852
381,197
169,275
403,570
519,169
187,277
234,125
1208,1101
271,68
192,165
1247,963
586,772
406,405
379,556
1174,1086
53,31
275,191
593,795
330,616
307,153
300,274
134,402
18,684
322,143
401,541
299,518
348,85
378,467
196,545
1267,998
370,37
212,243
344,586
317,16
281,426
205,322
186,158
276,436
639,165
588,109
258,1033
617,79
1185,1061
204,181
502,156
235,107
401,455
435,159
147,346
254,404
225,476
617,798
284,258
1195,1047
1275,854
519,157
204,98
163,187
332,35
1212,1130
467,139
346,95
535,721
1091,1169
1068,1035
420,599
3,50
411,74
1130,1106
339,188
237,120
1235,1123
1174,1145
1259,1121
190,307
330,454
208,352
227,151
133,1070
290,237
414,586
433,131
7,180
558,163
226,570
505,185
213,536
364,192
174,324
342,161
300,233
338,610
444,97
217,59
380,216
1187,1139
1254,1018
330,105
248,200
149,132
292,110
1156,1074
530,98
352,46
1228,1139
335,259
1256,972
7,121
1175,1101
1166,1077
275,304
360,229
621,817
662,167
488,133
1125,1080
533,33
11,144
442,81
250,20
162,460
193,168
1130,1023
1234,863
405,621
1163,1142
357,29
137,172
213,261
187,292
648,174
476,89
417,615
1,98
1260,982
129,209
1215,1129
1099,1075
425,52
1087,1059
20,149
552,218
517,118
248,458
344,251
1145,1113
1248,1002
1202,1177
166,289
282,287
433,436
1262,998
1174,1034
1086,1163
353,250
351,99
258,54
300,504
1210,1170
183,157
406,154
396,463
232,189
1090,1190
171,146
561,42
496,206
215,563
21,141
479,68
166,475
479,667
168,435
556,133
6,201
608,156
277,174
599,134
620,175
413,561
435,74
1112,1071
251,264
200,249
490,700
1296,1185
440,95
1240,1008
427,429
213,544
250,235
5,96
1183,1144
397,622
474,199
262,1044
232,413
157,149
500,92
481,61
238,306
241,118
308,469
269,242
263,136
1280,842
358,454
420,170
380,533
1262,1028
164,86
263,444
164,457
170,121
376,614
331,529
1204,1103
187,434
442,158
277,270
10,141
1232,852
355,596
241,197
567,204
330,513
1254,834
211,458
1139,1028
638,158
327,109
1190,1109
1244,977
247,90
41,24
278,231
559,161
212,443
487,646
489,202
148,452
431,18
206,186
15,686
726,907
419,132
229,443
213,152
531,103
363,476
351,182
126,211
189,102
286,320
491,643
1202,1092
25,52
171,135
426,70
467,151
400,573
288,384
1133,1034
192,546
387,627
339,618
412,25
230,74
266,448
168,449
511,220
188,403
446,207
235,126
543,209
480,59
1295,1190
1293,1078
1143,1070
11,805
1096,1074
1195,1098
339,617
265,436
582,164
302,161
235,239
373,618
457,416
306,235
1199,1133
605,103
1245,1003
183,347
146,358
567,154
1189,1018
469,165
385,161
1163,994
307,142
1290,940
235,343
236,189
1140,1032
1284,1000
181,430
1281,1081
149,190
399,583
422,586
265,609
1196,1026
347,161
189,437
15,716
1105,1035
510,124
208,454
183,191
1176,1068
508,703
264,1069
1251,965
1245,870
96,1042
1238,1135
262,223
1205,1009
505,170
348,608
379,191
240,211
452,86
570,84
629,165
272,97
219,149
117,1064
1280,1166
205,281
465,50
209,521
1219,1142
238,142
1121,1041
544,130
167,416
447,76
1289,868
316,134
302,479
238,404
1244,1112
578,178
340,176
1287,943
232,139
57,18
444,169
395,570
514,40
311,85
191,139
493,150
454,436
275,268
12,699
451,89
325,229
326,34
305,52
466,77
334,441
16,47
262,1035
289,459
4,47
272,402
515,196
1184,1026
453,153
384,579
572,158
328,507
449,126
585,81
428,179
392,240
376,458
144,336
140,179
157,227
375,475
1239,973
8,760
493,147
228,75
216,157
186,295
237,1097
201,191
1241,847
176,251
380,84
442,156
1281,887
399,38
311,508
243,7
356,631
251,91
231,404
272,438
153,90
454,425
214,218
480,190
523,226
174,357
382,566
262,134
155,391
297,142
229,454
200,243
432,453
362,158
566,33
572,237
258,467
758,931
412,576
224,48
163,166
349,263
515,98
380,250
291,186
437,160
361,30
359,166
571,188
1260,984
146,81
40,7
1249,961
149,108
534,159
1230,867
413,580
494,20
273,477
421,212
281,189
204,540
256,1051
53,17
1144,1097
539,123
457,106
488,127
5,662
218,498
1280,997
290,343
560,48
1140,1104
410,450
206,543
580,158
1147,1002
449,436
188,200
249,469
1120,1066
109,1124
215,380
364,263
447,181
587,119
1291,1187
1293,1019
198,54
213,166
230,254
301,521
250,243
143,115
373,248
1270,843
217,398
233,431
528,79
349,494
229,267
1291,1145
381,48
19,213
576,214
303,472
127,182
1242,803
265,131
626,136
135,169
414,599
202,322
1265,1057
1119,1029
1262,1007
413,141
211,411
1257,1112
503,160
417,154
255,73
1240,824
522,124
436,53
309,169
231,447
1107,1057
298,233
585,117
306,96
472,207
11,710
362,30
643,818
23,77
220,21
380,124
320,26
295,196
307,516
371,614
619,153
367,8
329,502
239,251
285,283
131,399
1288,1014
194,146
1246,1105
135,395
259,455
313,120
263,316
1241,1017
549,152
599,787
1236,848
229,393
358,100
495,215
46,9
475,185
306,496
496,616
5,790
247,202
178,302
161,44
7,796
369,251
252,129
235,445
310,553
212,517
297,229
1243,1061
558,46
1087,1051
386,434
348,90
271,143
1157,1123
1063,1020
1118,1070
451,189
237,168
344,85
363,139
214,342
296,92
164,128
301,25
1206,1155
238,63
220,260
124,1057
464,210
269,12
1282,1097
100,1036
5,257
507,102
477,54
491,659
292,38
260,68
1289,1077
499,188
31,49
567,178
271,1048
283,482
540,124
185,136
1274,1011
303,457
146,391
147,441
1278,897
164,161
1202,1017
455,444
280,325
457,138
159,364
230,401
214,383
232,31
208,164
281,143
1234,1069
233,654
477,188
423,130
1226,858
525,191
262,341
268,406
13,79
285,344
282,8
1038,1012
411,474
114,1087
479,668
580,214
203,396
279,173
1287,1070
208,383
238,491
290,279
560,117
252,400
377,547
274,80
143,102
263,90
434,208
524,25
1103,1191
530,125
1228,1149
261,1120
373,31
210,526
440,490
126,209
545,110
227,212
1131,1058
170,132
1186,1146
584,100
1203,1011
194,420
251,412
260,602
385,180
295,52
534,719
495,26
487,66
185,502
359,57
0,740
515,161
2,247
1274,901
265,1053
190,438
1291,853
304,421
202,310
280,327
312,96
300,23
278,321
139,430
1262,1045
188,24
1289,1098
464,56
572,13
77,1027
291,200
1221,1135
366,66
245,47
233,96
164,213
217,297
256,1032
1292,865
332,499
294,328
1257,978
332,621
268,119
450,43
107,1039
117,1068
216,282
258,607
245,78
1271,914
444,49
219,529
223,489
1267,810
262,331
190,537
161,440
1288,978
347,152
417,36
228,47
1064,1019
192,283
336,487
452,151
1059,1027
304,441
195,514
9,175
227,467
198,507
634,133
290,97
1100,1048
177,258
438,207
498,144
171,99
203,337
1235,1066
581,227
439,206
1296,971
336,35
191,263
379,602
505,712
592,106
1101,1082
134,186
1199,1021
212,100
287,300
1237,1143
576,219
364,23
1266,822
591,102
248,1106
360,178
262,34
174,509
257,190
428,448
221,254
651,150
202,520
236,14
1156,1105
4,736
333,129
412,96
1191,1159
211,81
168,120
1260,1088
417,208
426,92
569,159
177,161
276,274
219,67
144,329
1207,1145
280,435
533,19
316,167
149,163
1291,1143
12,107
389,9
25,113
4,793
302,302
367,251
627,123
250,432
196,180
243,227
321,151
467,31
183,240
436,135
425,87
1252,872
358,589
341,190
171,283
259,151
316,171
221,32
32,18
360,94
168,337
203,189
1284,971
614,78
148,384
245,175
168,423
466,41
353,125
179,90
1130,1095
207,496
556,212
545,195
165,232
526,27
333,178
1296,905
166,383
497,114
647,833
567,221
1288,998
148,445
466,112
186,31
267,207
318,252
363,165
212,552
485,637
1267,1013
1104,1070
414,591
1170,1098
459,189
1220,1110
545,118
1293,1100
345,62
1092,1166
247,564
232,493
281,174
231,452
213,29
296,342
241,273
484,655
1172,970
249,91
1262,904
456,68
165,355
399,467
1183,1133
615,146
405,162
316,33
364,238
234,1057
1220,1155
605,85
387,534
226,659
172,192
447,221
321,191
434,520
407,159
10,21
474,178
434,469
189,257
445,160
410,495
435,511
1157,999
559,140
329,460
231,139
148,422
487,671
442,114
1272,1060
388,179
483,665
214,168
129,383
531,54
214,369
201,488
654,840
245,1049
470,170
148,359
0,704
237,216
264,209
1290,1098
336,608
141,417
1148,1077
302,481
226,496
643,171
357,571
610,172
1212,1104
420,102
215,12
32,70
262,588
437,149
259,242
645,137
407,12
242,1114
271,470
1129,1024
1180,1124
190,228
463,130
752,930
415,192
1174,1140
270,243
506,204
468,133
1099,1030
226,173
501,192
228,329
233,105
467,125
134,352
403,19
362,627
457,74
214,451
141,172
1244,830
334,238
353,223
440,106
195,317
424,450
17,244
243,308
1274,1094
202,411
554,181
271,388
335,630
365,180
326,185
635,824
1287,888
185,124
257,1060
1224,1153
1295,859
413,34
1186,1033
268,420
1237,1088
355,171
1196,1118
161,479
223,32
388,467
407,87
368,573
245,314
355,585
386,205
595,56
1109,1029
300,437
550,45
1077,1053
375,629
400,31
1056,1041
251,385
1197,1053
450,466
15,190
278,209
246,470
418,60
449,218
325,449
11,226
425,32
1209,1151
199,426
313,80
271,74
389,624
457,104
553,25
434,148
1225,1122
413,208
530,99
129,189
6,691
212,72
304,561
371,134
38,26
579,221
222,411
10,223
220,548
23,21
227,25
231,681
207,376
245,594
209,567
1294,1020
223,116
1169,1146
214,181
498,153
583,116
1288,908
1220,1162
439,472
223,302
445,519
480,67
480,153
480,91
1214,1019
303,481
450,177
1290,892
221,294
271,275
496,149
247,1080
261,238
162,500
236,1056
181,94
1193,1162
1265,1041
161,219
620,816
263,201
1194,1133
310,88
179,501
278,474
442,48
362,203
414,109
1253,855
185,103
372,38
647,146
354,482
321,38
183,287
200,120
368,121
245,1067
1256,893
425,638
150,129
657,173
535,129
288,256
173,211
212,108
322,222
1267,993
470,71
302,483
462,226
596,787
633,169
606,122
177,243
1078,1154
742,918
174,124
301,282
341,231
180,289
185,112
403,161
210,50
328,104
220,555
360,56
511,171
1274,887
571,248
190,32
191,460
323,8
1237,866
419,65
1161,999
444,102
1196,1151
270,21
277,619
187,316
1293,1054
141,334
376,430
322,239
568,191
552,50
409,463
91,1041
418,99
238,338
460,419
572,103
257,343
331,64
435,508
267,204
302,269
222,177
232,655
580,83
468,140
1296,843
176,299
412,86
285,230
1158,1019
481,112
252,280
184,112
179,375
428,90
418,606
613,73
1291,862
398,463
155,368
1229,1138
307,257
422,40
270,377
576,234
16,121
223,677
374,183
167,489
1114,1047
1273,907
278,477
1286,1060
409,499
248,230
503,203
585,126
344,159
153,342
377,192
1265,864
291,169
291,190
1112,1011
190,48
1208,1181
202,212
418,645
359,138
449,523
131,192
667,858
370,170
247,411
540,213
168,161
317,141
152,214
258,1073
1255,819
497,171
242,234
297,462
421,21
329,166
257,209
362,23
1091,1008
19,22
555,49
1276,925
233,484
1254,961
167,139
378,583
1098,1179
335,605
203,159
1228,1121
410,633
212,316
454,502
352,269
1055,1021
357,141
419,189
401,584
431,42
458,62
410,447
247,184
146,232
316,97
391,421
279,508
431,48
161,133
293,224
1212,1113
197,64
106,1033
1273,1065
1248,1108
252,482
480,87
233,581
597,77
190,486
1286,857
430,511
225,97
217,183
395,569
282,427
197,49
1296,1184
349,55
267,239
429,112
352,592
518,140
478,153
439,412
1208,1168
237,657
674,866
1221,827
229,147
246,293
295,534
416,516
255,1054
1262,898
244,7
183,52
365,572
1157,1001
566,47
481,225
0,765
448,90
1196,1142
335,178
138,165
1255,844
259,71
225,1063
346,629
259,575
439,478
272,387
223,349
254,1057
1265,867
1245,984
333,90
509,211
523,111
414,542
196,298
433,198
1288,757
768,954
273,197
17,122
374,601
1282,1027
255,69
36,83
20,110
213,153
1251,979
9,103
320,19
496,21
577,72
752,938
271,602
1270,1004
284,1014
616,78
462,192
10,64
1270,975
1237,1089
144,405
1179,1089
238,212
197,378
1111,1011
218,369
260,77
171,368
343,165
267,58
165,103
416,155
422,66
141,156
1252,968
221,245
333,192
216,547
149,191
359,486
385,179
269,202
288,564
1257,1055
1267,961
286,578
391,415
1230,823
638,167
223,265
358,582
521,143
592,196
310,196
1225,1077
367,208
1241,1087
28,53
429,519
1165,1001
1259,902
207,432
226,117
194,98
287,24
1288,877
440,68
356,20
1275,1002
19,35
246,304
190,500
171,366
198,154
584,49
176,419
524,103
1191,1094
197,16
1234,830
331,486
305,126
162,194
553,68
500,22
1272,1055
320,213
283,321
245,101
232,394
364,172
1081,1007
401,449
383,195
401,122
288,172
515,23
173,285
411,141
269,27
185,231
404,154
262,270
239,386
265,1116
226,52
569,227
251,457
296,273
567,80
459,113
226,1074
236,1073
720,906
360,232
345,246
340,46
1151,1115
1292,1148
316,228
1072,1021
1258,1123
259,336
342,105
1256,1078
240,647
280,377
377,176
237,1096
406,139
274,129
155,404
238,1073
338,494
254,233
239,588
282,376
1284,944
581,159
169,373
610,796
451,22
360,452
1257,959
1266,994
237,1100
1066,1012
586,216
271,471
196,257
501,32
526,95
1163,1004
610,113
17,141
444,54
151,419
211,61
1261,968
1097,1031
308,204
254,439
146,175
213,70
287,416
507,93
262,594
1146,999
1223,855
197,247
356,153
153,365
434,519
339,22
321,200
